Name,Position,Team,Minutes,Salary,Fpts,Own%,StdDev,FieldFpts
Justin Edwards,SF,PHI,0.00,3000,0.00,0.00,0.00,0.00
Jeff Dowtin,PG,PHI,0.00,3000,0.00,0.00,0.00,0.60
Adem Bona,C,PHI,0.00,3000,0.00,0.00,0.00,0.00
Jared McCain,PG,PHI,0.00,3000,0.00,0.00,0.00,0.00
Riley Minix,PF,SAS,0.00,3000,0.00,0.00,0.00,0.00
Blake Wesley,PG/SG,SAS,0.00,3000,0.00,0.00,0.00,0.00
Harrison Ingram,PF,SAS,0.00,3000,0.00,0.00,0.00,0.00
Sidy Cissoko,SG,SAS,0.00,3000,0.00,0.00,0.00,0.00
David Duke Jr.,SG,SAS,0.00,3000,0.00,0.00,0.00,0.00
Malaki Branham,PG/SG,SAS,0.00,3000,0.00,0.00,0.00,0.00
Tristan Vukcevic,C,WAS,0.00,3000,0.00,0.00,0.00,0.00
Jared Butler,PG,WAS,5.00,3000,5.08,0.00,3.58,5.08
Marvin Bagley III,C,WAS,10.00,3000,11.08,0.00,7.31,22.90
Branden Carlson,C,OKC,0.00,3000,0.00,0.00,0.00,0.00
Dillon Jones,PF,OKC,0.00,3000,0.00,0.00,0.00,1.50
Ajay Mitchell,PG,OKC,13.00,3000,10.17,0.00,5.53,6.70
Ousmane Dieng,C,OKC,0.00,3000,0.00,0.00,0.00,1.80
Adam Flagler,PG,OKC,0.00,3000,0.00,0.00,0.00,0.00
Alex Ducas,SG,OKC,0.00,3000,0.00,0.00,0.00,0.00
Nikola Topic,PG,OKC,0.00,3000,0.00,0.00,0.00,0.00
Jaylin Williams,C,OKC,11.00,3000,11.39,0.00,6.77,9.90
Johnny Davis,SG/SF,WAS,6.00,3000,4.14,0.00,2.61,4.14
Anthony Gill,C,WAS,5.00,3000,3.63,0.00,2.38,3.63
Richaun Holmes,C,WAS,18.00,3000,17.21,0.00,8.79,12.50
Patrick Baldwin Jr.,PF,WAS,0.00,3000,0.00,0.00,0.00,5.70
Garrett Temple,SG,TOR,0.00,3000,0.00,0.00,0.00,0.00
Boo Buie,PG,NYK,0.00,3000,0.00,0.00,0.00,0.00
Matt Ryan,SG/SF,NYK,0.00,3000,0.00,0.00,0.00,0.00
Jericho Sims,C,NYK,6.00,3000,4.31,0.00,2.72,4.31
Pacome Dadiet,SG/SF,NYK,0.00,3000,0.00,0.00,0.00,0.00
Jacob Toppin,SF/PF,NYK,0.00,3000,0.00,0.00,0.00,0.00
Tyler Kolek,PG,NYK,0.00,3000,0.00,0.00,0.00,0.00
Cameron Payne,PG/SG,NYK,13.00,3000,12.02,0.80,6.64,15.40
Ariel Hukporti,C,NYK,0.00,3000,0.00,0.00,0.00,0.00
Kevin McCullar Jr.,SF,NYK,0.00,3000,0.00,0.00,0.00,0.00
Ulrich Chomche,C,TOR,0.00,3000,0.00,0.00,0.00,0.00
Jamison Battle,SF,TOR,0.00,3000,0.00,0.00,0.00,12.10
AJ Lawson,PG,TOR,0.00,3000,0.00,0.00,0.00,0.00
