Name,Position,Team,Minutes,Salary,Fpts,Own%,StdDev,FieldFpts
Tristan Vukcevic,C,WAS,0.00,3000,0.00,0.00,0.00,0.00
AJ Johnson,SG,MIL,0.00,3000,0.00,0.00,0.00,0.00
Pat Connaughton,SF/PF,MIL,16.00,3000,12.90,0.00,6.29,12.20
Ryan Rollins,PG,MIL,25.00,3000,29.06,0.00,11.90,11.70
Tyler Smith,PF,MIL,0.00,3000,0.00,0.00,0.00,0.00
Marjon Beauchamp,PG/SF,MIL,0.00,3000,0.00,0.00,0.00,1.80
Liam Robbins,C,MIL,0.00,3000,0.00,0.00,0.00,0.00
Anthony Gill,C,WAS,0.00,3000,0.00,0.00,0.00,0.00
Richaun Holmes,C,WAS,0.00,3000,0.00,0.00,0.00,0.00
Patrick Baldwin Jr.,PF,WAS,0.00,3000,0.00,0.00,0.00,0.00
TyTy Washington Jr.,PG,PHX,0.00,3000,0.00,0.00,0.00,0.00
Bol Bol,PF/C,PHX,0.00,3000,0.00,0.00,0.00,0.00
Damion Lee,SG,PHX,0.00,3000,0.00,0.00,0.00,0.00
Josh Okogie,SF,PHX,0.00,3000,0.00,0.00,0.00,3.90
Jalen Bridges,SF,PHX,0.00,3000,0.00,0.00,0.00,0.00
Collin Gillespie,PG,PHX,0.00,3000,0.00,0.00,0.00,0.00
Cole Swider,C,DET,0.00,3000,0.00,0.00,0.00,0.00
Alondes Williams,PG/SG,DET,0.00,3000,0.00,0.00,0.00,0.00
Daniss Jenkins,PG,DET,0.00,3000,0.00,0.00,0.00,0.00
Wendell Moore Jr.,PG/SG,DET,0.00,3000,0.00,0.00,0.00,0.00
Bobi Klintman,PF,DET,0.00,3000,0.00,0.00,0.00,0.00
Jesse Edwards,C,MIN,0.00,3000,0.00,0.00,0.00,0.00
PJ Dozier,PF,MIN,0.00,3000,0.00,0.00,0.00,0.00
Daishen Nix,PG,MIN,0.00,3000,0.00,0.00,0.00,0.00
Leonard Miller,PF/C,MIN,0.00,3000,0.00,0.00,0.00,0.00
Terrence Shannon Jr.,SG/SF,MIN,0.00,3000,0.00,0.00,0.00,0.00
Jaylen Clark,SG,MIN,0.00,3000,0.00,0.00,0.00,0.00
Luka Garza,C,MIN,0.00,3000,0.00,0.00,0.00,0.00
Rob Dillingham,PG,MIN,14.00,3000,9.81,0.00,5.30,5.00
Joe Ingles,PF,MIN,0.00,3000,0.00,0.00,0.00,0.00
Gui Santos,SG,GSW,0.00,3000,0.00,0.00,0.00,0.00
Pat Spencer,PG,GSW,0.00,3000,0.00,0.00,0.00,0.00
Quinten Post,C,GSW,0.00,3000,0.00,0.00,0.00,0.00
Moses Moody,PG/SG,GSW,0.00,3000,0.00,0.00,0.00,0.00
