Name,Position,Team,Minutes,Salary,Fpts,Own%,StdDev,FieldFpts
Trevelin Queen,PG,ORL,0.00,3000,0.00,0.00,0.00,0.00
Branden Carlson,C,OKC,0.00,3000,0.00,0.00,0.00,0.00
Dillon Jones,PF,OKC,0.00,3000,0.00,0.00,0.00,0.00
Adam Flagler,PG,OKC,0.00,3000,0.00,0.00,0.00,0.00
Alex Ducas,SF,OKC,0.00,3000,0.00,0.00,0.00,0.00
Ousmane Dieng,C,OKC,0.00,3000,0.00,0.00,0.00,4.30
Nikola Topic,PG,OKC,0.00,3000,0.00,0.00,0.00,0.00
Jaylin Williams,C,OKC,0.00,3000,0.00,0.00,0.00,0.00
Quenton Jackson,SG/SF,IND,0.00,3000,0.00,0.00,0.00,1.70
TyTy Washington Jr.,PG,PHX,0.00,3000,0.00,0.00,0.00,0.00
Bol Bol,PF/C,PHX,0.00,3000,0.00,0.00,0.00,0.00
Damion Lee,SG,PHX,0.00,3000,0.00,0.00,0.00,0.00
Jalen Bridges,SF,PHX,0.00,3000,0.00,0.00,0.00,0.00
Collin Gillespie,PG,PHX,0.00,3000,0.00,0.00,0.00,0.00
Thomas Bryant,C,IND,12.00,3000,11.91,0.00,7.07,11.91
James Johnson,PF/C,IND,0.00,3000,0.00,0.00,0.00,0.00
Tristen Newton,PG/SG,IND,0.00,3000,0.00,0.00,0.00,0.00
Enrique Freeman,PF/C,IND,0.00,3000,0.00,0.00,0.00,0.00
Johnny Furphy,SG/SF,IND,0.00,3000,0.00,0.00,0.00,5.30
Isaiah Jackson,C,IND,0.00,3000,0.00,0.00,0.00,0.00
James Wiseman,C,IND,0.00,3000,0.00,0.00,0.00,0.00
Jesse Edwards,C,MIN,0.00,3000,0.00,0.00,0.00,0.00
PJ Dozier,PF,MIN,0.00,3000,0.00,0.00,0.00,0.00
Josh Minott,SF,MIN,0.00,3000,0.00,0.00,0.00,1.20
Daishen Nix,PG,MIN,0.00,3000,0.00,0.00,0.00,0.00
Leonard Miller,PF/C,MIN,0.00,3000,0.00,0.00,0.00,0.00
Terrence Shannon Jr.,SG/SF,MIN,0.00,3000,0.00,0.00,0.00,0.00
Jaylen Clark,SG,MIN,0.00,3000,0.00,0.00,0.00,0.00
Luka Garza,C,MIN,0.00,3000,0.00,0.00,0.00,0.00
Rob Dillingham,PG,MIN,11.00,3000,8.71,0.00,5.04,8.71
Joe Ingles,PF,MIN,0.00,3000,0.00,0.00,0.00,0.00
Boo Buie,PG,NYK,0.00,3000,0.00,0.00,0.00,0.00
Matt Ryan,SG/SF,NYK,0.00,3000,0.00,0.00,0.00,0.00
Pacome Dadiet,SG/SF,NYK,0.00,3000,0.00,0.00,0.00,0.00
Jacob Toppin,SF/PF,NYK,0.00,3000,0.00,0.00,0.00,0.00
Tyler Kolek,PG,NYK,0.00,3000,0.00,0.00,0.00,0.00
Ariel Hukporti,C,NYK,0.00,3000,0.00,0.00,0.00,0.00
Kevin McCullar Jr.,SF,NYK,0.00,3000,0.00,0.00,0.00,0.00
