Player,Position,Team,UpdatedProjection,UpdatedStdDev,Cash%,Top1%,Sim. Own%,Proj. Own%,Avg. Return,Game Minutes Remaining
Tristen Newton,PG/G/UTIL,MIN,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Lonzo Ball,PG/G/UTIL,CHI,0,0.0,0.0%,0.0%,0.02%,0.04%,$-9.07,48
PJ Hall,C/UTIL,DEN,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
DaRon Holmes II,C/UTIL,DEN,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Harrison Ingram,PF/F/UTIL,SAS,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Kobe Bufkin,PG/G/UTIL,ATL,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Jeff Green,C/PF/F/UTIL,HOU,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Ja'Kobe Walter,SG/G/UTIL,TOR,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,47
Zyon Pullin,PG/SG/G/UTIL,MEM,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Gary Payton II,SF/F/UTIL,GSW,9.56,5.58,0.0%,0.0%,0.02%,0.1%,$-9.07,48
Pat Spencer,PG/G/UTIL,GSW,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Zeke Nnaji,C/UTIL,DEN,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Vlatko Cancar,C/UTIL,DEN,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Karlo Matkovic,C/PF/F/UTIL,NOP,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Isaiah Wong,PG/SG/G/UTIL,CHA,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Quinten Post,C/UTIL,GSW,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
