Player,Position,Team,UpdatedProjection,UpdatedStdDev,Cash%,Top1%,Sim. Own%,Proj. Own%,Avg. Return,Game Minutes Remaining
Jordan Clarkson,SG/G/UTIL,UTA,0,0.0,0.0%,0.0%,0.02%,0.05%,$-9.07,48
Jalen Pickett,PG/SG/G/UTIL,DEN,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Nate Williams,PG/SF/G/F/UTIL,HOU,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Kessler Edwards,PF/SF/F/UTIL,DAL,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Karlo Matkovic,C/PF/F/UTIL,NOP,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Joe Ingles,PF/F/UTIL,MIN,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Reggie Jackson,PG/G/UTIL,PHI,11.06,5.86,0.0%,0.0%,0.02%,0.1%,$-9.07,48
Chris Livingston,SF/F/UTIL,MIL,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Luke Kornet,C/UTIL,BOS,7.77,5.01,0.01%,0.0%,0.02%,0.1%,$-9.07,48
Trevelin Queen,PG/SG/G/UTIL,ORL,13.37,6.19,0.0%,0.0%,0.02%,0.1%,$-9.07,48
Zaccharie Risacher,PF/SF/F/UTIL,ATL,0,0.0,0.0%,0.0%,0.02%,0.04%,$-9.07,48
Reed Sheppard,PG/SG/G/UTIL,HOU,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Cam Spencer,PG/G/UTIL,MEM,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Kelly Olynyk,C/UTIL,TOR,10.31,6.54,0.0%,0.0%,0.02%,0.1%,$-9.07,48
Cory Joseph,PG/G/UTIL,ORL,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Gregory Jackson,C/PF/F/UTIL,MEM,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Garrett Temple,SG/G/UTIL,TOR,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Johnny Juzang,SF/SG/G/F/UTIL,UTA,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
N'Faly Dante,C/UTIL,HOU,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Trey Alexander,PG/SG/G/UTIL,DEN,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Seth Curry,SG/G/UTIL,CHA,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Patty Mills,PG/G/UTIL,UTA,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Ja'Kobe Walter,SG/G/UTIL,TOR,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Steven Adams,C/UTIL,HOU,12.27,6.99,0.0%,0.0%,0.02%,0.1%,$-9.07,48
Mouhamed Gueye,C/UTIL,ATL,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
