Player,Position,Team,UpdatedProjection,UpdatedStdDev,Cash%,Top1%,Sim. Own%,Proj. Own%,Avg. Return,Game Minutes Remaining
Brandon Clarke,PF/F/UTIL,MEM,0,0.0,0.0%,0.0%,0.02%,0.03%,$-4.49,48
Seth Curry,SG/G/UTIL,CHA,0,0.0,0.0%,0.0%,0.02%,0.1%,$-4.49,48
Taj Gibson,C/UTIL,CHA,0,0.0,0.0%,0.0%,0.01%,0.03%,$-4.49,48
Nae'Qwan Tomlin,C/UTIL,CLE,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.49,48
Ousmane Dieng,C/PF/F/UTIL,OKC,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.49,48
Dereck Lively II,C/UTIL,DAL,0,0.0,0.0%,0.0%,0.01%,0.06%,$-4.49,48
Jock Landale,C/UTIL,HOU,0,0.0,0.0%,0.0%,0.02%,0.03%,$-4.49,48
Jalen Brunson,PG/G/UTIL,NYK,0,0.0,0.0%,0.0%,0.04%,0.09%,$-4.49,48
Wendell Moore Jr.,PF/SF/F/UTIL,CHA,0,0.0,0.0%,0.0%,0.03%,0.1%,$-4.49,48
Josh Christopher,PG/G/UTIL,MIA,0,0.0,0.0%,0.0%,0.01%,0.03%,$-4.49,48
Larry Nance Jr.,C/UTIL,ATL,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.49,48
Jae'Sean Tate,PF/SF/F/UTIL,HOU,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.49,48
Keshad Johnson,SF/F/UTIL,MIA,0,0.0,0.0%,0.0%,0.04%,0.03%,$-4.49,48
Kevin McCullar Jr.,SF/F/UTIL,NYK,0,0.0,0.0%,0.0%,0.02%,0.03%,$-4.49,48
Jeff Green,C/PF/F/UTIL,HOU,0,0.0,0.0%,0.0%,0.01%,0.03%,$-4.49,48
John Collins,C/UTIL,UTA,0,0.0,0.0%,0.0%,0.02%,0.06%,$-4.49,48
Daniel Gafford,C/UTIL,DAL,0,0.0,0.0%,0.0%,0.04%,0.07%,$-4.49,48
Ajay Mitchell,PG/G/UTIL,OKC,0,0.0,0.0%,0.0%,0.01%,0.03%,$-4.49,48
Isaac Jones,C/PF/F/UTIL,SAC,0,0.0,0.0%,0.0%,0.02%,0.03%,$-4.49,48
Deandre Ayton,C/UTIL,POR,0,0.0,0.0%,0.0%,0.02%,0.05%,$-4.49,48
Reed Sheppard,PG/G/UTIL,HOU,0,0.0,0.0%,0.0%,0.02%,0.03%,$-4.49,48
Kevin Love,C/UTIL,MIA,0,0.0,0.0%,0.0%,0.01%,0.03%,$-4.49,48
Ariel Hukporti,C/UTIL,NYK,0,0.0,0.0%,0.0%,0.01%,0.03%,$-4.49,48
Terry Taylor,PF/F/UTIL,SAC,0,0.0,0.0%,0.0%,0.02%,0.03%,$-4.49,48
Clint Capela,C/UTIL,ATL,0,0.0,0.0%,0.0%,0.01%,0.04%,$-4.49,48
